Date,Open,High,Low,Close,Adj Close,Volume
2010-12-13,113.833336,114.000000,109.433334,112.033333,88.157272,31265846
2010-12-20,112.166664,113.599998,110.400002,113.266663,89.127754,27974333
2010-12-27,113.166664,117.566666,112.699997,116.433334,91.619553,61357498
2011-01-03,117.300003,120.666664,113.733330,115.000000,90.491699,50933434
2011-01-10,114.800003,118.099998,112.033333,113.699997,89.468750,52276425
2011-01-17,113.400002,118.866669,111.766663,112.599998,88.603172,62420124
2011-01-24,113.300003,113.633331,110.400002,112.099998,88.209740,43238441
2011-01-31,111.400002,111.933334,101.133331,102.000000,80.262215,69608653
2011-02-07,103.866669,105.966667,101.833336,103.400002,81.363838,56068833
2011-02-14,103.133331,106.766663,103.066666,103.833336,81.704826,39514415
2011-02-21,103.833336,105.900002,99.333336,104.199997,81.993340,56385061
2011-02-28,104.033333,117.333336,102.933334,114.933334,90.439240,99847076
2011-03-07,114.166664,115.933334,112.033333,114.233330,89.888412,37606421
2011-03-14,114.500000,115.933334,110.400002,111.966667,88.104813,43530514
2011-03-21,112.433334,118.666664,111.666664,118.300003,93.088409,46528779
2011-03-28,117.666664,123.300003,117.566666,121.666664,95.737595,91282866
2011-04-04,122.300003,123.800003,120.533333,122.500000,96.393333,39265938
2011-04-11,122.733330,128.433334,122.433334,127.666664,100.458893,44735195
2011-04-18,127.766663,129.833328,124.599998,126.766663,99.750702,47860782
2011-04-25,126.666664,129.866669,123.400002,128.233337,100.904793,51845649
2011-05-02,128.666672,129.333328,118.366669,122.400002,96.314651,43323434
2011-05-09,122.633331,127.933334,121.400002,126.000000,99.147423,32501317
2011-05-16,126.666664,127.866669,122.500000,124.366669,97.862183,78201898
2011-05-23,124.633331,127.266663,123.566666,125.966667,99.121193,56280308
2011-05-30,125.966667,131.933334,124.233330,128.966660,101.481834,47338071
2011-06-06,129.000000,130.899994,127.000000,127.766663,100.537598,35797891
2011-06-13,127.533333,130.533340,126.633331,127.833336,101.448463,34461548
2011-06-20,128.600006,131.000000,121.333336,130.066666,103.220833,56198862
2011-06-27,128.733337,137.666672,127.000000,134.366669,106.633324,55882940
2011-07-04,135.399994,136.733337,129.533340,133.699997,106.104248,52162071
2011-07-11,133.899994,136.666672,133.500000,134.500000,106.739128,41911406
2011-07-18,135.000000,139.466660,133.766663,138.266663,109.728340,42824101
2011-07-25,138.000000,140.833328,132.233337,138.899994,110.230957,75520169
2011-08-01,140.000000,140.833328,127.000000,130.933334,103.908607,68001347
2011-08-08,129.266663,135.233337,126.433334,132.000000,104.755119,78086610
2011-08-15,132.000000,137.333328,132.000000,132.800003,105.390007,54511513
2011-08-22,132.199997,136.199997,129.833328,131.233337,104.146690,56675829
2011-08-29,132.000000,137.666672,130.000000,135.500000,107.532707,41670496
2011-09-05,135.333328,135.899994,131.000000,131.766663,104.569939,54266777
2011-09-12,130.800003,134.566666,129.399994,131.966660,104.728661,44644760
2011-09-19,132.000000,133.100006,126.033333,127.766663,101.395538,43890237
2011-09-26,128.600006,135.300003,123.333336,132.000000,104.755119,67234861
2011-10-03,130.199997,133.500000,125.733330,132.766663,105.363556,79312515
2011-10-10,132.000000,137.266663,131.699997,136.800003,108.564384,42377232
2011-10-17,136.433334,138.500000,135.399994,136.000000,107.929504,34388100
2011-10-24,136.000000,144.133331,136.000000,143.666672,114.013786,51897072
2011-10-31,143.566666,143.666672,138.333328,140.233337,111.289101,47049331
2011-11-07,140.233337,143.333328,139.000000,141.766663,112.505936,28925280
2011-11-14,142.233337,143.533340,133.399994,134.533340,106.765572,44057191
2011-11-21,133.766663,135.100006,126.199997,128.166672,101.712982,66045020
2011-11-28,129.966660,138.000000,128.766663,137.666672,109.252174,48954556
2011-12-05,137.333328,138.666672,129.800003,131.433334,104.305420,35678690
2011-12-12,132.566666,135.566666,129.333328,130.533340,103.591179,58332974
2011-12-19,129.800003,136.666672,128.199997,136.000000,107.929504,52074404
2011-12-26,135.600006,137.333328,133.333328,134.199997,106.501022,30623317
2012-01-02,134.566666,135.399994,131.733337,134.733337,106.924301,40954213
2012-01-09,134.433334,138.466660,133.133331,138.033340,109.543190,39816855
2012-01-16,137.899994,140.866669,133.199997,134.199997,106.501022,64765787
2012-01-23,134.433334,138.333328,132.266663,134.533340,106.765572,48349990
2012-01-30,134.666672,136.533340,131.333328,133.766663,106.157143,56664794
2012-02-06,134.666672,138.300003,133.500000,135.866669,107.823700,51849892
2012-02-13,135.866669,137.266663,134.666672,136.966660,108.696678,59297622
2012-02-20,136.966660,140.633331,136.966660,139.600006,110.786476,53762680
2012-02-27,140.000000,142.333328,135.600006,136.833328,108.590851,60014231
2012-03-05,136.733337,141.833328,135.800003,138.833328,110.178047,49831967
2012-03-12,140.266663,150.000000,137.399994,144.100006,114.357666,105730831
2012-03-19,144.666672,151.133331,143.633331,148.300003,117.690804,96008558
2012-03-26,148.666672,151.933334,147.333328,151.266663,120.045135,60973927
2012-04-02,151.600006,152.600006,150.399994,151.600006,120.309669,30567183
2012-04-09,150.399994,160.566666,148.833328,157.500000,124.991905,56994908
2012-04-16,157.166672,165.366669,156.433334,163.466660,129.727051,43012616
2012-04-23,163.666672,168.566666,158.566666,163.866669,130.044479,45406168
2012-04-30,165.333328,166.199997,158.233337,158.766663,125.997131,27197972
2012-05-07,156.666672,162.266663,149.233337,156.166672,123.933792,62179045
2012-05-14,156.000000,160.666672,150.933334,159.699997,126.737823,48004356
2012-05-21,159.766663,160.633331,153.333328,154.566666,122.664017,45398466
2012-05-28,155.333328,157.333328,151.666672,155.899994,123.722153,62373217
2012-06-04,154.933334,160.866669,150.000000,159.466660,126.552612,46019059
2012-06-11,158.533340,165.866669,157.033340,165.333328,131.208420,36318562
2012-06-18,165.000000,168.666672,161.666672,167.000000,135.072174,31637472
2012-06-25,166.666672,173.333328,164.199997,172.600006,139.601547,42757074
2012-07-02,172.766663,173.600006,163.000000,168.500000,136.285400,50902953
2012-07-09,167.100006,172.800003,166.066666,169.033340,136.716766,31356400
2012-07-16,168.466660,171.133331,167.300003,168.566666,136.339310,19476669
2012-07-23,167.600006,171.333328,165.399994,169.966660,137.471649,47792391
2012-07-30,170.566666,174.666672,169.666672,172.899994,139.844193,28768806
2012-08-06,173.733337,179.333328,171.399994,178.500000,144.373566,30744701
2012-08-13,178.233337,179.600006,171.666672,174.733337,141.327011,34982674
2012-08-20,174.733337,177.533340,172.899994,176.766663,142.971588,32320985
2012-08-27,176.699997,182.166672,176.000000,178.433334,144.319641,46020307
2012-09-03,179.333328,179.899994,173.399994,175.166672,141.677505,33464517
2012-09-10,175.933334,181.866669,174.833328,178.833328,144.643158,37593015
2012-09-17,179.033340,179.233337,167.399994,174.399994,141.057404,70508862
2012-09-24,174.333328,181.899994,169.366669,181.600006,146.880875,70065647
2012-10-01,181.000000,186.666672,146.833328,183.766663,148.633301,42542991
2012-10-08,183.800003,190.133331,182.699997,189.000000,152.866135,34057208
2012-10-15,188.733337,199.333328,186.733337,198.333328,160.415054,49298393
2012-10-22,198.666672,198.866669,190.100006,190.566666,154.133255,34460264
2012-10-29,190.666672,193.333328,184.800003,188.800003,152.704346,32569933
2012-11-05,189.366669,194.300003,188.566666,192.100006,155.373444,25526920
2012-11-12,191.933334,193.333328,182.100006,183.100006,148.094116,25747633
2012-11-19,182.699997,192.833328,182.000000,191.066666,154.537659,33157941
2012-11-26,191.833328,199.966660,190.000000,199.000000,160.954285,35578646
2012-12-03,198.333328,202.000000,195.333328,201.000000,162.571915,33014105
2012-12-10,200.399994,204.333328,193.500000,197.300003,159.579269,44720516
2012-12-17,195.699997,197.333328,187.666672,191.366669,154.780319,74241108
2012-12-24,192.933334,195.166672,190.433334,192.933334,156.047455,29534468
2012-12-31,192.066666,193.033340,186.733337,188.266663,152.272964,32768207
2013-01-07,189.533340,190.800003,181.399994,182.266663,147.420074,62702031
2013-01-14,182.366669,193.233337,182.366669,191.633331,154.996002,73783428
2013-01-21,192.666672,200.333328,190.866669,199.833328,161.628265,85286018
2013-01-28,200.000000,206.633331,198.933334,206.266663,166.831665,57512192
2013-02-04,206.266663,207.266663,199.466660,201.166672,162.706711,49688913
2013-02-11,202.000000,203.000000,197.699997,200.399994,162.086594,43842218
2013-02-18,200.300003,203.800003,193.733337,194.666672,157.449417,53126758
2013-02-25,195.266663,202.600006,192.533340,194.166672,157.044998,100031757
2013-03-04,194.166672,199.333328,189.733337,198.466660,160.522903,68215216
2013-03-11,198.666672,202.600006,196.800003,201.266663,162.787598,41591102
2013-03-18,200.533340,205.333328,200.366669,203.733337,164.782654,55810775
2013-03-25,204.100006,206.666672,200.833328,206.300003,166.858612,30654233
2013-04-01,206.000000,206.600006,193.333328,194.199997,157.071960,34647757
2013-04-08,194.966660,197.100006,187.433334,195.266663,157.934692,58512452
2013-04-15,194.666672,211.000000,192.800003,210.199997,170.012985,41430810
2013-04-22,209.100006,215.500000,208.699997,212.600006,171.954163,36211567
2013-04-29,212.066666,223.733337,211.100006,220.466660,178.316864,36889687
2013-05-06,220.000000,236.100006,216.933334,235.433334,190.422104,34665916
2013-05-13,236.000000,236.000000,221.766663,223.266663,180.581543,74506328
2013-05-20,223.333328,228.066666,219.133331,219.933334,177.885483,46888334
2013-05-27,220.000000,237.266663,219.666672,226.600006,183.277588,51059645
2013-06-03,227.100006,227.933334,220.066666,222.566666,182.722931,37815367
2013-06-10,222.699997,225.333328,215.666672,221.166672,181.573563,45211313
2013-06-17,221.866669,221.866669,211.666672,214.899994,176.428741,45725148
2013-06-24,213.566666,220.000000,207.333328,216.233337,177.523392,67600579
2013-07-01,216.666672,230.000000,213.433334,228.399994,187.511978,48921486
2013-07-08,227.466660,236.266663,225.833328,233.733337,191.890564,34921997
2013-07-15,234.899994,247.933334,231.866669,246.033340,201.988602,53925266
2013-07-22,244.833328,253.333328,233.100006,245.433334,201.496017,62845741
2013-07-29,243.333328,245.133331,219.766663,221.966660,182.230362,52105108
2013-08-05,222.166672,227.300003,212.333328,216.899994,178.070724,40698034
2013-08-12,219.933334,226.133331,211.666672,213.600006,175.361481,60897605
2013-08-19,213.600006,215.133331,193.333328,205.666672,168.848373,80864486
2013-08-26,206.833328,208.433334,190.133331,205.800003,168.957825,81128246
2013-09-02,206.666672,215.866669,195.733337,210.933334,173.172165,79531797
2013-09-09,210.933334,225.933334,210.933334,220.899994,181.354645,56676983
2013-09-16,223.366669,238.666672,220.233337,236.866669,194.462952,54990353
2013-09-23,234.066666,238.000000,224.566666,231.933334,190.412781,51454364
2013-09-30,230.233337,231.000000,223.566666,226.566666,186.006851,32970396
2013-10-07,225.933334,233.866669,221.333328,228.133331,187.293045,34491533
2013-10-14,229.000000,237.399994,222.233337,236.366669,194.052475,30030286
2013-10-21,236.666672,237.333328,224.000000,226.699997,186.116318,41856463
2013-10-28,225.333328,225.333328,215.333328,218.699997,179.548462,79757979
2013-11-04,218.699997,219.933334,210.000000,213.033340,174.896255,46099757
2013-11-11,211.933334,214.600006,208.000000,209.633331,172.104889,29633200
2013-11-18,210.666672,218.433334,205.166672,205.800003,168.957825,49910789
2013-11-25,207.566666,214.000000,206.033340,213.600006,175.361481,41748663
2013-12-02,213.966660,215.800003,205.033340,207.366669,170.244019,45379072
2013-12-09,210.666672,214.666672,207.100006,210.199997,172.570129,49397342
2013-12-16,209.566666,211.766663,206.899994,210.133331,172.515411,52791229
2013-12-23,210.133331,215.766663,209.899994,214.966660,176.483459,38981981
2013-12-30,214.666672,216.666672,206.899994,209.833328,172.269135,31609713
2014-01-06,210.000000,216.333328,208.433334,215.066666,176.565582,40260930
2014-01-13,215.733337,220.600006,214.233337,216.566666,177.797043,38798961
2014-01-20,216.333328,221.566666,215.199997,216.166672,177.468658,38371262
2014-01-27,213.666672,219.000000,212.000000,216.733337,177.933884,56207953
2014-02-03,215.100006,218.000000,210.600006,215.633331,177.030792,52151844
2014-02-10,215.033340,218.000000,209.800003,213.199997,175.033081,33471160
2014-02-17,214.000000,214.833328,207.600006,211.733337,173.828979,27730782
2014-02-24,210.666672,221.333328,210.666672,218.433334,179.329544,33344058
2014-03-03,218.533340,226.266663,217.366669,225.433334,185.076385,50490053
2014-03-10,224.000000,232.100006,219.199997,231.466660,190.029663,41004023
2014-03-17,231.466660,240.000000,231.466660,238.466660,195.776520,43574931
2014-03-24,237.366669,243.333328,235.833328,238.966660,196.187012,68655567
2014-03-31,239.433334,240.666672,226.899994,229.833328,188.688721,67662544
2014-04-07,229.833328,233.133331,226.899994,229.000000,188.004578,42671376
2014-04-14,229.000000,235.833328,224.466660,235.500000,193.340958,21680482
2014-04-21,234.933334,237.333328,228.333328,228.966660,187.977203,29765577
2014-04-28,230.300003,230.300003,225.666672,226.833328,186.225784,24518550
2014-05-05,227.000000,234.000000,227.000000,230.366669,189.126602,37305187
2014-05-12,230.233337,258.333344,230.000000,237.966660,195.366028,80875363
2014-05-19,240.000000,240.666672,223.033340,228.733337,187.785660,64647725
2014-05-26,230.533340,232.000000,224.100006,227.833328,187.046753,51791938
2014-06-02,228.000000,228.733337,217.333328,224.466660,184.282776,73331924
2014-06-09,225.733337,227.233337,220.333328,221.733337,185.342072,55392944
2014-06-16,222.833328,225.500000,221.500000,223.800003,187.069565,37449941
2014-06-23,223.333328,223.333328,208.333328,213.166672,178.181396,86786106
2014-06-30,213.733337,223.399994,213.699997,222.266663,185.787888,64907350
2014-07-07,222.266663,233.666672,219.800003,230.600006,192.753540,111659748
2014-07-14,231.500000,232.866669,226.666672,229.399994,191.750488,31990252
2014-07-21,230.000000,239.466660,229.399994,238.199997,199.106201,37693364
2014-07-28,236.833328,243.000000,232.100006,233.033340,194.787506,34810001
2014-08-04,236.000000,238.133331,228.800003,232.366669,194.230240,27353271
2014-08-11,233.666672,241.233337,229.000000,237.899994,198.855438,26587841
2014-08-18,236.399994,236.666672,227.699997,229.100006,191.499710,34411792
2014-08-25,231.133331,238.000000,229.066666,236.866669,197.991714,29748732
2014-09-01,238.666672,238.666672,232.199997,233.866669,195.484055,40329626
2014-09-08,235.333328,239.733337,233.000000,237.100006,198.186722,39185059
2014-09-15,236.300003,240.533340,233.333328,239.600006,200.276443,38152388
2014-09-22,239.333328,253.266663,238.266663,247.800003,207.130646,59721495
2014-09-29,247.133331,248.600006,242.000000,242.733337,202.895523,16769562
2014-10-06,242.733337,245.533340,234.899994,235.399994,196.765747,29202059
2014-10-13,235.266663,239.933334,228.966660,235.966660,197.239410,37340248
2014-10-20,236.666672,238.566666,232.000000,232.666672,194.481018,22652151
2014-10-27,234.166672,240.000000,232.000000,236.800003,197.935974,47044583
2014-11-03,237.933334,240.333328,235.333328,237.100006,198.186722,24368447
2014-11-10,237.333328,248.333328,237.133331,246.133331,205.737503,49777974
2014-11-17,246.000000,251.500000,243.066666,250.766663,209.610397,39953319
2014-11-24,248.000000,252.533340,232.433334,242.100006,202.366135,81668222
2014-12-01,241.433334,261.333344,238.066666,260.899994,218.080643,67629160
2014-12-08,262.133331,266.866669,257.566681,263.799988,220.504669,57769526
2014-12-15,263.333344,266.466675,243.333328,245.866669,205.514603,53450839
2014-12-22,246.399994,252.300003,244.266663,245.300003,205.040939,45397646
2014-12-29,244.733337,247.633331,244.000000,245.533340,205.235977,19288847
2015-01-05,245.800003,247.866669,235.333328,237.933334,198.883301,52550282
2015-01-12,238.300003,241.300003,230.733337,240.066666,200.666519,64578610
2015-01-19,240.000000,248.633331,232.533340,232.966660,194.731781,97691194
2015-01-26,232.966660,248.000000,232.899994,245.699997,205.375290,72584585
2015-02-02,244.666672,249.600006,239.600006,249.000000,208.133667,37403039
2015-02-09,247.433334,252.833328,243.100006,252.033340,210.669205,34065481
2015-02-16,252.266663,268.000000,252.000000,264.033325,220.699707,41187387
2015-02-23,263.333344,267.600006,256.033325,262.466675,219.390182,75962494
2015-03-02,238.666672,238.666672,226.000000,230.833328,192.948547,148388055
2015-03-09,229.133331,233.333328,223.399994,226.266663,189.131378,85016153
2015-03-16,227.333328,227.733337,217.600006,218.300003,182.472244,49328108
2015-03-23,217.566666,219.866669,210.066666,211.666672,176.927582,74955136
2015-03-30,213.100006,222.000000,213.100006,221.633331,185.258499,39636110
2015-04-06,219.566666,232.633331,219.399994,231.100006,193.171463,55508048
2015-04-13,231.333328,239.066666,229.899994,234.566666,196.069183,45056972
2015-04-20,234.733337,234.733337,225.533340,231.966660,193.895889,59177821
2015-04-27,232.600006,234.533340,214.133331,214.899994,179.630234,50187203
2015-05-04,215.600006,220.600006,210.399994,218.666672,182.778702,63638056
2015-05-11,220.000000,220.500000,214.000000,217.600006,181.887100,47207694
2015-05-18,218.199997,223.933334,216.966660,219.433334,183.419556,40306030
2015-05-25,214.300003,219.966660,208.500000,218.066666,182.277176,83383225
2015-06-01,217.000000,222.500000,196.666672,202.866669,169.571869,69540706
2015-06-08,204.666672,205.500000,196.666672,198.366669,169.127655,49125154
2015-06-15,198.000000,203.633331,196.000000,203.333328,173.362228,46072273
2015-06-22,204.133331,212.066666,203.133331,205.300003,175.039017,37116035
2015-06-29,203.466660,211.533340,202.500000,210.399994,179.387283,40340706
2015-07-06,208.600006,212.866669,204.366669,206.600006,176.147415,36429823
2015-07-13,208.666672,215.933334,205.966660,214.866669,183.195572,28645815
2015-07-20,214.533340,215.633331,207.133331,209.699997,178.790451,28797823
2015-07-27,207.666672,218.266663,200.000000,217.333328,185.298645,57315080
2015-08-03,217.333328,222.333328,214.666672,216.300003,184.417648,42930392
2015-08-10,216.333328,218.166672,202.000000,212.100006,180.836716,37069733
2015-08-17,212.866669,220.866669,206.000000,220.500000,187.998566,56559322
2015-08-24,214.033340,219.666672,208.333328,218.000000,185.867035,83680200
2015-08-31,216.500000,219.000000,209.533340,211.399994,180.239899,57925271
2015-09-07,210.866669,213.000000,206.866669,209.166672,178.335739,39156695
2015-09-14,209.166672,218.666672,207.733337,212.000000,180.751450,31067110
2015-09-21,210.933334,215.566666,204.666672,215.033340,183.337662,47513261
2015-09-28,215.433334,222.566666,211.333328,219.166672,186.861771,34326988
2015-10-05,220.000000,233.333328,217.866669,228.966660,195.217239,45652209
2015-10-12,228.699997,234.933334,225.899994,232.566666,198.286606,41288702
2015-10-19,232.000000,239.300003,230.133331,238.899994,203.686432,32764932
2015-10-26,239.233337,239.866669,220.600006,223.100006,190.215332,67965823
2015-11-02,222.000000,226.466660,219.966660,225.133331,191.948929,29068598
2015-11-09,221.000000,230.033340,218.066666,219.866669,187.458588,37859539
2015-11-16,220.000000,235.333328,219.733337,229.633331,195.785660,57108767
2015-11-23,228.899994,230.000000,221.533340,229.566666,195.728806,37168652
2015-11-30,228.800003,233.166672,223.333328,223.966660,190.954224,51235142
2015-12-07,223.333328,223.933334,207.033340,214.000000,182.456650,102288640
2015-12-14,213.333328,216.433334,210.866669,211.399994,180.239899,48090580
2015-12-21,213.333328,218.300003,211.366669,215.800003,183.991348,23065600
2015-12-28,215.133331,220.000000,214.966660,218.333328,186.151245,27829877
2016-01-04,217.000000,218.000000,205.766663,209.100006,178.278915,48606953
2016-01-11,206.666672,213.600006,206.500000,209.266663,178.420990,40165043
2016-01-18,209.266663,213.333328,201.733337,205.833328,175.493729,56110565
2016-01-25,203.566666,217.333328,202.699997,213.466660,182.001907,44227633
2016-02-01,212.433334,217.300003,209.899994,215.966660,184.133423,29031031
2016-02-08,216.533340,216.600006,198.300003,200.066666,170.577072,52842314
2016-02-15,202.000000,204.466660,192.699997,203.033340,173.106476,52008753
2016-02-22,201.766663,201.766663,189.333328,193.966660,165.376205,63956320
2016-02-29,193.333328,222.600006,178.666672,210.133331,179.159912,186382475
2016-03-07,210.133331,216.000000,208.466660,214.199997,182.627182,57851334
2016-03-14,215.000000,217.866669,210.000000,216.500000,184.588150,58801916
2016-03-21,217.833328,224.133331,213.566666,216.166672,184.303955,50629343
2016-03-28,218.000000,224.533340,212.666672,224.033340,191.011078,90119131
2016-04-04,218.000000,222.000000,212.666672,214.133331,182.570343,43778527
2016-04-11,214.666672,221.800003,211.333328,220.833328,188.282745,31729163
2016-04-18,223.333328,225.566666,216.300003,217.199997,185.184967,36416767
2016-04-25,214.199997,223.000000,208.333328,216.633331,184.701828,59681298
2016-05-02,215.500000,216.000000,204.000000,211.800003,180.580933,42055748
2016-05-09,213.333328,217.333328,210.066666,212.899994,181.518799,42526104
2016-05-16,212.199997,225.800003,211.399994,220.233337,187.771194,61420274
2016-05-23,233.100006,242.666672,226.333328,239.533340,204.226410,101552301
2016-05-30,235.600006,241.466660,232.833328,235.933334,201.157043,54115793
2016-06-06,235.800003,243.333328,233.366669,233.800003,200.453934,47705879
2016-06-13,232.399994,240.466660,230.433334,239.899994,205.683929,46516688
2016-06-20,240.333328,241.000000,233.466660,236.066666,202.397324,44960783
2016-06-27,236.066666,259.750000,236.066666,252.350006,216.358246,86342583
2016-07-04,254.000000,254.000000,242.199997,245.850006,210.785309,38847132
2016-07-11,248.300003,252.550003,245.100006,248.850006,213.357437,31192446
2016-07-18,249.050003,256.200012,245.600006,249.850006,214.214798,50356497
2016-07-25,249.500000,256.500000,246.300003,252.449997,216.443954,48066821
2016-08-01,252.000000,262.000000,249.550003,252.550003,216.529709,50349952
2016-08-08,253.000000,255.500000,245.800003,254.100006,217.858643,42057844
2016-08-15,254.100006,258.000000,249.750000,250.949997,215.157898,30629917
2016-08-22,251.649994,255.000000,249.100006,253.800003,217.601425,30285712
2016-08-29,253.000000,263.700012,251.050003,262.899994,225.403519,42266536
2016-09-05,262.899994,265.899994,257.049988,258.299988,221.459595,33657470
2016-09-12,255.949997,262.200012,249.550003,260.350006,223.217209,41698336
2016-09-19,261.500000,262.600006,251.800003,253.449997,217.301331,34606448
2016-09-26,253.000000,253.250000,240.500000,241.350006,206.927124,50673392
2016-10-03,244.199997,244.199997,235.649994,238.949997,204.869431,33065409
2016-10-10,242.000000,242.600006,236.949997,239.899994,205.683929,24948784
2016-10-17,239.899994,246.550003,238.100006,240.149994,205.898270,41329478
2016-10-24,241.000000,244.800003,233.500000,243.100006,208.427521,64123571
2016-10-31,243.100006,256.399994,235.100006,249.050003,213.528900,54337289
2016-11-07,253.800003,259.649994,238.550003,242.949997,208.298920,81539900
2016-11-14,242.949997,246.899994,227.100006,227.850006,195.352570,69402770
2016-11-21,228.199997,230.449997,222.100006,228.800003,196.167084,52725757
2016-11-28,228.399994,235.649994,227.300003,228.500000,195.909882,42346775
2016-12-05,228.899994,239.600006,226.500000,236.149994,202.468765,33835427
2016-12-12,234.199997,236.899994,226.000000,226.350006,194.066513,35050672
2016-12-19,225.350006,230.800003,223.800003,224.699997,192.651871,41439805
2016-12-26,224.899994,242.399994,222.000000,241.649994,207.184311,62980058
2017-01-02,242.000000,249.000000,238.600006,242.699997,208.084579,38978486
2017-01-09,242.850006,251.000000,242.100006,249.649994,214.043304,34455173
2017-01-16,249.250000,256.299988,247.100006,255.399994,218.973221,36730097
2017-01-23,255.100006,266.950012,255.050003,257.399994,220.687943,60670507
2017-01-30,258.399994,279.899994,254.600006,273.049988,234.105865,91479667
2017-02-06,274.899994,292.149994,271.549988,273.350006,234.363113,55801761
2017-02-13,275.399994,276.350006,264.000000,268.149994,229.904739,43076963
2017-02-20,266.000000,268.200012,260.799988,265.649994,227.761307,36434739
2017-02-27,265.549988,270.250000,257.850006,261.549988,224.246063,47947565
2017-03-06,262.700012,266.299988,261.149994,263.450012,225.875092,37391925
2017-03-13,263.450012,288.899994,263.450012,281.250000,241.136322,92458126
2017-03-20,282.899994,288.600006,275.100006,281.000000,240.921982,65540446
2017-03-27,280.450012,284.649994,276.299988,280.299988,240.321823,50900722
2017-04-03,282.799988,283.600006,270.899994,272.649994,233.762909,42287731
2017-04-10,275.000000,284.799988,271.799988,279.149994,239.335861,27574309
2017-04-17,276.549988,284.000000,272.700012,274.350006,235.220444,27058997
2017-04-24,276.399994,292.899994,271.149994,278.000000,238.349838,64710451
2017-05-01,278.000000,282.200012,275.500000,277.149994,237.621078,24875644
2017-05-08,277.549988,279.149994,271.000000,274.950012,235.734848,35871399
2017-05-15,275.899994,295.649994,275.500000,286.200012,245.380356,68613252
2017-05-22,292.450012,313.799988,291.299988,309.100006,265.014160,109694343
2017-05-29,304.000000,319.899994,303.500000,319.200012,273.673676,59847149
2017-06-05,315.000000,319.000000,304.700012,306.000000,262.356354,48704876
2017-06-12,307.000000,309.600006,299.149994,306.799988,267.015656,45698681
2017-06-19,309.000000,314.200012,307.200012,311.000000,270.671051,39644962
2017-06-26,311.000000,324.700012,307.100006,323.649994,281.680664,50733918
2017-07-03,346.000000,354.799988,330.250000,334.299988,290.949554,93639198
2017-07-10,332.450012,339.950012,327.399994,337.149994,293.430054,42932135
2017-07-17,335.000000,335.000000,276.399994,288.899994,251.436859,237415421
2017-07-24,290.000000,295.399994,286.750000,291.549988,253.743225,73951016
2017-07-31,289.500000,290.299988,279.649994,280.750000,244.343719,66138853
2017-08-07,281.600006,283.000000,270.100006,271.500000,236.293198,55508033
2017-08-14,274.399994,284.000000,270.500000,281.850006,245.301056,56959281
2017-08-21,282.350006,285.600006,280.350006,281.450012,244.952972,44612010
2017-08-28,282.100006,284.350006,279.299988,283.600006,246.824127,41119588
2017-09-04,283.450012,283.899994,269.549988,272.350006,237.032990,59400267
2017-09-11,272.399994,278.250000,268.200012,269.299988,234.378479,53093667
2017-09-18,271.000000,272.399994,264.100006,268.450012,233.638718,68276838
2017-09-25,268.500000,269.649994,256.799988,258.299988,224.804916,78474925
2017-10-02,258.299988,269.399994,258.299988,266.149994,231.636963,37070737
2017-10-09,268.000000,269.200012,264.000000,265.950012,231.462921,40432423
2017-10-16,266.000000,271.299988,265.500000,269.649994,234.683105,28246727
2017-10-23,270.000000,276.000000,265.799988,269.350006,234.422012,56337198
2017-10-30,269.000000,271.200012,263.450012,265.399994,230.984222,48630239
